新聞標題,負面詞彙,強烈情感詞,命令或挑釁語氣,絕對化語言
飛荷蘭低市價4成收購贓貨！7瓶珍稀「麥卡倫」賺540萬 2酒商無罪原因曝,0.0,20.0,10.0,40.0
美對陸造船業發301調查報告 陸商務部：美國造船業衰退與中國無關,20.0,0.0,0.0,10.0
男星約砲遭爆「此生遇過最小」！長相被公開 女粉做完嘆惡夢,90.0,80.0,0.0,60.0
天天吃麵包＝傷身？大型研究解答！醫示警：別碰這款,90.0,80.0,60.0,20.0
賴清德中常會談話 民眾黨批追殺柯文哲別睜眼說瞎話,90.0,80.0,60.0,20.0
2024賣不到180萬台電動車！ 特斯拉股價重挫6%,90.0,60.0,10.0,80.0
不只溫泉 烏來還有「全台之最」！退休教師來解密,0.0,0.0,20.0,40.0
賴清德：不能因為判決不如意 就質疑司法獨立性,40.0,20.0,0.0,10.0
足協新任技術總監上任 吳法悌盼台灣足球團結,0.0,20.0,0.0,10.0
南聰性別事件遭糾正  教育部、南大承諾加強監督,40.0,0.0,0.0,10.0
王鴻薇：排除黑熊學院後 未刪韌性國家醫療整備預算,20.0,0.0,0.0,10.0
民進黨告發違反利益迴避 參選人簡賜勝競總：子虛烏有,90.0,60.0,0.0,80.0
尹錫悅就逮捕令提出異議申請 韓國法院駁回,60.0,40.0,0.0,20.0
接見臨床心理代表  賴總統肯定實現健康台灣重要基石,0.0,0.0,0.0,20.0
棒球／林立曖昧私訊 遭大學女同學前夫截圖恐嚇,90.0,60.0,0.0,10.0
近4年首例嬰兒肉毒桿菌中毒 腹瀉創5年新高9成為諾羅,90.0,60.0,0.0,40.0
極地寒流搞事無緣見川普 韓國瑜照計畫赴美：努力達成任務,40.0,20.0,0.0,10.0
川普頻出招 先加徵鋼鋁關稅再課對等關稅,40.0,0.0,20.0,10.0
駁北檢證實wen就是柯文哲 蔡壁如引邱吉爾名言否認,40.0,60.0,0.0,20.0
在野刪總預算恐衝擊電價 郭智輝：台電財務大受打擊,60.0,40.0,0.0,20.0
民主剛果東部城市瀕淪陷 東非共同體召開緊急峰會,90.0,60.0,0.0,20.0
年節佈置創意 礦石水晶.園藝等達人隨你問,0.0,0.0,20.0,10.0
台灣燈會主燈「無限樂園」  抽象符號加棒球元素,0.0,0.0,0.0,10.0
《夜市王》南機場夜市人潮大增！在地人困擾喊「過譽」關鍵問題曝光,60.0,40.0,0.0,30.0
日本宮崎外海元旦4.1地震 鹿兒島2活火山噴發,60.0,0.0,0.0,20.0
紅衣女國道3號趴趴走！沒錢搭車從台北走回嘉義…誤闖國道慘吞罰單,90.0,80.0,0.0,20.0
川普上任／美總統首例 川普將帶罪宣誓、重罪但高機率免入獄,40.0,20.0,0.0,60.0
「七劍下天山」？ 女山友疑高山症遭獨留山區,60.0,30.0,0.0,10.0
豆腐「放冰箱變老」她秒丟 內行反讚：比市面8成好吃,40.0,20.0,0.0,60.0
基隆6大傳統市場1/25-28交管 愛四路夜市即起至2/2不打烊,0.0,0.0,20.0,40.0
台灣人超前意識！逛日本免稅店 自備這1物驚呆當地人,0.0,60.0,20.0,10.0
新店深夜爆「翻車意外」 駕駛逃窗「人間蒸發」找嘸人,90.0,80.0,0.0,20.0
公視董監事審委名單 羅國俊蕭旭岑翁秀琪陳東升入列,0.0,0.0,0.0,10.0
男子酒駕暴衝撞進七期知名火鍋店 店家受損慘營業成大問題！緊急補救,90.0,60.0,40.0,20.0
嘉縣新建柴油車排煙檢測站啟用  每年可檢測5000輛,10.0,0.0,0.0,20.0
中美禁毒官員視訊通話 王小洪：盼華府展現更多合作誠意,10.0,0.0,0.0,20.0
照服員承包商督導涉非法仲介 11名印尼失聯移工淪醫院黑工,90.0,60.0,0.0,20.0
《好運來-EP17精彩片段》救樂樂神反轉 反擊惡女團？,20.0,40.0,0.0,10.0
林姿妙與縣府官員遭判刑 財稅勞工主管拔官,90.0,40.0,0.0,20.0
美恐攻接二連三？ 特斯拉Cybertruck川普飯店外爆炸,90.0,80.0,10.0,50.0
NBA／40歲詹皇大風車隔扣獨行俠20歲中鋒 主播：年度最佳灌籃,0.0,60.0,0.0,10.0
中國恢復赴台團隊遊 洪秀柱籲恢復直航航點,0.0,20.0,0.0,10.0
西藏地震災區網傳「六指男童」照片 證實為AI生成圖,40.0,20.0,0.0,10.0
今晚起變天濕答答！開工日凍翻「挑戰今年第2波寒流」 專家示警了,90.0,80.0,20.0,60.0
PGA墨西哥公開賽最終回合 俞俊安拉尾盤繳68桿,0.0,0.0,0.0,10.0
藍色廂型車野火下奇蹟倖存 被譽為希望燈塔,20.0,80.0,0.0,10.0
馬來西亞推2026旅遊年 加強邊境城市跨境觀光,0.0,0.0,0.0,20.0
玄彬來台心情好！餐廳外微笑接粉絲禮物 宋仲基在韓宣傳《波哥大》險掉淚,10.0,30.0,0.0,20.0
韓國瑜率團賀川普就職！訪美行程敲定 將拜會2大智庫、參眾議員,0.0,0.0,0.0,20.0
望陸恢復協商 羅文嘉：尊重1992年沒有結論的歷史事實,0.0,10.0,0.0,20.0
妹子「逢低買入ETF」分散砸這9股！一票人「驚見3雷點」急勸：虧了,90.0,80.0,40.0,20.0
澎湖馬公民福路與海埔路口標線改善 提升交通安全,0.0,0.0,0.0,10.0
《火車來去》臺鐵限定版聯名便當  重現1983年溫暖好滋味,0.0,20.0,0.0,10.0
文總WE ARE除夕特別節目 台韓4團體歌舞較勁,0.0,20.0,0.0,10.0
中職／「去年戰績不太好...」丁仲緯仍目標整體漲薪 再出動葉總延攬FA,40.0,20.0,0.0,10.0
日本青森積雪達往年3倍以上 東京都中心氣溫降至零度以下,60.0,40.0,0.0,80.0
1/16 威力彩連23摃！今彩539頭獎2注 800萬獎落彰化、台東,0.0,20.0,0.0,40.0
高雄左營公寓4樓陽台竄火 警方：「非火警」若無正當理由要罰,40.0,0.0,20.0,10.0
帛琉出訪結束 林佳龍：台帛緊密合作擘畫經濟願景,0.0,0.0,0.0,20.0
影／藍營智庫民調 6成民眾不贊成大罷免,60.0,0.0,0.0,20.0
餃子館老公不碰她了！會計妻懷疑他出軌  社工獻策解危,60.0,40.0,0.0,20.0
登革熱噴藥劑量恐超標  監院請環境部及高雄市府檢討,90.0,40.0,0.0,20.0
上海學者：川普非聯俄制中 主張多極承認中國角色,0.0,20.0,0.0,10.0
DeepSeek重挫美股！她憶當年「台積電暴跌」解秘背後關鍵：被金融攻擊,90.0,60.0,0.0,20.0
再轟韓國瑜違法亂紀 柯建銘：每次院會都會提改選院長,90.0,60.0,0.0,20.0
【即焚訊息巧擒凶3】超低價揪團殺人還想扛全責 警嗆一句話讓他嚇到全招了,90.0,80.0,0.0,20.0
蔡易餘：南部空運貨運樞紐 可設在嘉義水上機場,0.0,0.0,0.0,20.0
德內政部提案修法 允許國防武力擊落非法飛行無人機,40.0,20.0,0.0,10.0
強震侵襲台南慘況曝光！「玄空法寺」3神像重摔四分五裂…祂們全落難,90.0,80.0,0.0,20.0
拋「白委2年條款」解方 蔡壁如諷黃國昌：我沒有利益衝突,40.0,20.0,0.0,10.0
釜山航空客機大火176人急逃生 疑隨身行李3C產品肇禍,90.0,60.0,0.0,20.0
職籃新星把女友「塞行李箱」偷帶進宿舍過夜！ 球團怒開鍘：無限期禁賽,90.0,80.0,0.0,20.0
罰遲到學童「趴地撐體10分鐘」！ 幼兒園：鼓勵準時上學,60.0,40.0,20.0,0.0
MONTAGUT 超導石墨烯毯被 雙面設計 適應多變天氣,0.0,0.0,0.0,10.0
偷倒廢水？台南巴克禮公園魚群暴斃  溶氧正常死因成謎,90.0,60.0,0.0,20.0
2大金曲歌王入主「藍寶石大歌廳」 傳承秀場文化,0.0,0.0,0.0,10.0
星CP婚變一直傳 他遭爆淨身出戶連岳父喪禮也沒來,90.0,60.0,0.0,20.0
波蘭外長：歐洲國家不會建立聯軍因應俄羅斯威脅,0.0,20.0,0.0,40.0
年節前夕 移民署關懷澎湖外籍漁工,0.0,20.0,0.0,10.0
京華城爭議容積有解 李四川：鼎越自願變更建照,20.0,0.0,0.0,10.0
老字號花生糖太夯！ 民眾一開賣就來還是買不到,60.0,40.0,0.0,20.0
官校招生拍片喊「睡學姐旁邊」遭轟爆 海軍急下架：虛心改正,90.0,60.0,0.0,20.0
北市議員陳怡君交保遭撤  士院2/20下午3時開庭,60.0,0.0,0.0,10.0
致敬王家衛「春光乍洩」！ 《我們愛過一次》性張力湍流大銀幕,0.0,60.0,0.0,20.0
另類失業商機？中國「假裝上班公司」 付費入職還能罵老闆,60.0,40.0,20.0,10.0
無人機園區改凍結50% 翁章梁盼朝野支持預算全過關,40.0,0.0,0.0,20.0
雨季變得不像雨季 南加今冬降雨量逼近最低紀錄,60.0,40.0,0.0,80.0
過年1情況讓媳婦嗨喊「超爽」！真相曝光同路人秒讚翻,0.0,80.0,20.0,40.0
黃豪平迎36歲生日早生貴子？ 白家綺直言送「這個」想跳幾蹲都不怕！,0.0,20.0,10.0,0.0
精品漲價排名TOP8！香奈兒僅排第二 「這牌」漲幅66%奪冠,0.0,40.0,0.0,20.0
川普：蒲亭拒與烏克蘭達成協議 正在摧毀俄羅斯,60.0,80.0,0.0,20.0
包青天60大壽感嘆自己無後！兒媳婦突然跪下：公公！這是您兒子,0.0,80.0,0.0,20.0
有線耳機復古又翻紅！獲年輕人喜愛1原因曝 無線派搖頭,40.0,30.0,60.0,20.0
主張板殯原地改建優化遭騷擾 新北議員劉美芳申請隨扈維安,60.0,40.0,0.0,20.0
擄殺馬國女大生「3度判死」梁育誌背景曝！家人無盡包容…他仍鑄下大錯,90.0,60.0,0.0,20.0
砍預算癱瘓政府？ 國民黨：民進黨正守護恥力100％的「肥貓預算」,90.0,80.0,0.0,60.0
台積電一飛衝天 帶動矽光子全員啟動 開紅走好,0.0,80.0,0.0,20.0
桃園少年觀護所霸凌案 男子一審遭判7年8月,90.0,0.0,0.0,0.0
請辭抱抱秀、證人頻翻供 柯文哲踩線行徑遭疑「挑釁法官」,60.0,40.0,0.0,20.0
影／舒淇橋回來了！基隆中山陸橋整修後明亮遊客重回味,0.0,20.0,0.0,10.0
南投走春 避開4塞車地雷路段,60.0,0.0,20.0,40.0
墨西哥總統反擊川普 美國可改名「墨西哥美洲」：聽起來不錯吧,20.0,40.0,60.0,10.0
強烈大陸冷氣團達標！台大半夜「急降到這溫度」鄭明典驚：比文化大學還冷,40.0,60.0,0.0,20.0
快新聞／藍委砍預算不認讓憲兵無熱水洗！ 總統府：恐無法維持基本運作,90.0,80.0,40.0,20.0
川普提議讓加拿大成美國第51州 杜魯道斥毫無可能,60.0,40.0,0.0,80.0
比台積電還猛！董事薪酬這兩家飆破7000萬,60.0,40.0,10.0,20.0
川普若要俄烏停戰 澤倫斯基：基輔參與談判是關鍵,10.0,20.0,0.0,30.0
北京批美禁令：人工智慧搞三六九等 目的剝奪發展權,90.0,60.0,0.0,40.0
中國不買宏都拉斯白蝦！藍白刪外交部4億預算 民進黨嗆：草包提案,60.0,80.0,40.0,20.0
金門警察局長交接 陳福海盼兩岸交流打擊犯罪,0.0,0.0,0.0,10.0
特斯拉為什麼大跌？恐怕跟寧德時代有關,60.0,40.0,0.0,20.0
快新聞／柯文哲接押庭結束 吳春城稱：北檢喊抗告到底等同霸凌法庭,90.0,80.0,20.0,10.0
缺錢才冒險？王星赴泰失聯遭剃頭 陸女星揭拍戲日薪不到1千,90.0,60.0,0.0,20.0
NBA／詹姆斯生涯出賽1523場 超越諾維茨基獨居史上第4,0.0,20.0,0.0,40.0
谷底翻身？台塑四寶聯袂大漲 網友急問：還能買嗎,0.0,60.0,20.0,10.0
澎湖北辰市場春節交通管制 強化錄影舉發守護安全,40.0,60.0,20.0,10.0
11歲童全身30%燒傷被叫怪物「怕陌生人、拒治療」 媽媽陪伴克服恐懼,60.0,50.0,0.0,20.0
合歡山路段一週內傳2起猝死意外！ 雪鍊業者倒地不治,90.0,60.0,0.0,20.0
嘉義大埔6.4地震震央鄰近3斷層 2級以上有感搖晃達43秒,60.0,0.0,0.0,20.0
12國銀插旗澳洲...三誘因 吸引業界拓點,0.0,20.0,0.0,10.0
許富舜爆柯P「帶政治獻金回家」 名醫批毀柯：搞不清楚狀況、湊熱鬧,90.0,80.0,0.0,20.0
知名貴婦離婚缺錢遭錢莊老闆設局 「肉償」高利貸慘被拍多視角性愛片,90.0,80.0,0.0,20.0
MLB／佐佐木朗希經紀人操作方式惹惱人? 洋基主播批像實境秀選女伴一樣,60.0,40.0,20.0,10.0
連感冒藥也別亂吃 日本醫生示警「5種常見藥」生病勿輕易服用,60.0,40.0,30.0,20.0
114年度總預算三讀、減列約2075億 創刪減金額史上新高,60.0,0.0,0.0,40.0
白蘿蔔抗癌又保肝！「1處」營養價值更爆表：常被丟掉,40.0,20.0,0.0,30.0
印度駐台代表賀新年 盼印台關係產生全新機遇,0.0,20.0,0.0,40.0
川普簽行政命令 限制19歲以下兒少性別轉換,60.0,40.0,20.0,30.0
中職／補進陳子豪、朱育賢還不夠！ 味全龍領隊證實正評估找洋砲加入,0.0,20.0,10.0,30.0
基隆罷免立委議員團體送件 中選會累計全台共57案,20.0,0.0,0.0,40.0
陳其邁新北談政績  肯定蘇巧慧治理城市更出色,60.0,80.0,40.0,90.0
【台韓合製互利番外篇】何潤東為《吹吹風》掏心事 廟口CP融入和妻子的生活點滴,0.0,20.0,0.0,10.0
小年夜地震…台東漁船「泊錨遭拖入海」畫面曝光！當地漁民揭沉沒原因,90.0,60.0,0.0,20.0
今年碳費開始徵收台南估61家上榜 黃偉哲：各局處投入碳盤查,20.0,0.0,10.0,30.0
卡特國葬享嵩壽100歲 美國5位前現任總統「短暫團結」齊致敬,0.0,20.0,0.0,10.0
槍決死囚黃麟凱 歐盟聲明呼籲台灣「全面廢除死刑」,90.0,60.0,0.0,80.0
3寶媽帶孩找男友！他「蓋棉被」性侵 姐見妹手握「白色液體」成鐵證,90.0,80.0,0.0,20.0
道奇球星賑災 賽揚強投史耐爾：野火令人心碎,90.0,80.0,0.0,20.0
基隆大船鳴笛 660秒跨年煙火秀照亮港區夜空,0.0,20.0,0.0,10.0
【鏡爆焦點】懶理萬年婚變傳言 吳奇隆帶兒子回台過年,20.0,0.0,40.0,10.0
天氣展望 氣象署：2波冷氣團南下 第2周氣溫回升,20.0,0.0,0.0,10.0
新光三越台中店氣爆案 消防署設緊急應變小組協助,90.0,40.0,0.0,10.0
尹錫悅被逮捕！同黨高層怒斥「檢方淪為打手」：已失去理智,90.0,80.0,0.0,20.0
掛假車牌還撞警！男慣竊危險駕駛遭警轟5槍 左胸中彈搶救不治,90.0,80.0,0.0,20.0
TPBL海神20記三分球破紀錄 轟垮特攻收4連勝,0.0,80.0,0.0,20.0
第一勇(影)／跑行程當面被問「總預算何時過」 徐巧芯反應曝光,60.0,40.0,0.0,20.0
五旬婦開車頭暈臨停意識模糊 幸遇到巡邏警助送醫保命,60.0,40.0,0.0,10.0
桃園市6至7樓公寓  3月底前1662棟需公安申報,20.0,0.0,10.0,60.0
陳其邁視察春節交通運輸 提2大計畫AI智慧治理,0.0,0.0,0.0,20.0
英相施凱爾祝賀川普就職 再次強調英美獨特關係,0.0,20.0,0.0,10.0
被小草出征轟「翻供」 蔡壁如：羈押處份書有陳智菡串證,60.0,40.0,20.0,10.0
日本石川強震週年 石破茂宣示打造防災大國決心,40.0,20.0,0.0,30.0
國造輕巡艦將取代濟陽級艦 點爐畫面成為絕響,60.0,80.0,0.0,40.0
桃園24日起春節加價 小黃每趟多收50、機場100元,60.0,0.0,0.0,20.0
京華城若續扣押不予施工勘驗？國土署：北市可洽法院,20.0,0.0,10.0,0.0
捷運環狀線北環段2031完工 新店蘆洲將一車到底,0.0,20.0,10.0,30.0
「赤蘚紅」恐致癌 美國禁用食用色素紅色3號,90.0,60.0,0.0,20.0
仙人指路了？台積電新高價 盤後再追高1189元成交,0.0,20.0,10.0,30.0
不滿公視預算被砍23億！網紅開嗆「舔共才有經費」列超酸劇名反擊,90.0,80.0,40.0,20.0
饗饗信義店停業 訂位者高達1.2萬人！取消可領1千元,60.0,40.0,20.0,30.0
食物都從垃圾桶撿！女一年只花3千 省4年伙食費爽環遊世界,0.0,20.0,0.0,40.0
潘若迪睽違3年再扮英熙娃娃 找來馬力歐客串拍片頻笑場,0.0,20.0,0.0,10.0
賴政府首度槍決死刑犯 國民黨：其餘36人也應依法處理,60.0,0.0,20.0,10.0
中職／朱育賢改披11號轉戰味全龍 新背號意義曝光「2個人變4個人」,0.0,20.0,0.0,10.0
快新聞／民意沸騰「國民黨死定了」 柯建銘酸韓國瑜：在美國畢業旅行好好玩啦,60.0,80.0,40.0,20.0
天氣冷遇到「躲貓貓」  嘉市消防局提醒發動車輛前要檢查,0.0,20.0,40.0,10.0
合歡山冒雪值勤！員警「嗨比愛心」 逾萬網友笑喊好可愛,0.0,80.0,0.0,10.0
元旦死亡車禍！駕駛衝破圍籬 悚撞太陽能板亡,90.0,60.0,0.0,10.0
南韓住商混合大樓大火！多人受困傷亡不明 百名警消馳援,90.0,60.0,0.0,20.0
牡丹社事件俄羅斯軍官戰記 台學者取得中文授權,20.0,0.0,0.0,10.0
新光金承諾員工留任3年 銀行安置計畫進度受矚目,40.0,0.0,0.0,20.0
中橫台8線路基掏空春節前搶通 今起單線雙向通行,20.0,0.0,10.0,30.0
羨煞旁人！龍頭農會刷新年終紀錄 員工最高獎金百萬,0.0,60.0,0.0,20.0
網友指黑熊學院水壺中國製挨告  不起訴確定,40.0,20.0,0.0,10.0
指總統府高層放話「換總召」 李彥秀：給柯建銘最後溫柔的警告,40.0,20.0,0.0,10.0
日月潭賞日出湖景勝地 「貓囒山步道」整修5個月重新開放,0.0,0.0,0.0,20.0
驗光師正名「Optometrist」、可幫童配鏡 驗光、眼科醫學會說法一次看,0.0,0.0,20.0,10.0
陳佩琪曝柯文哲羈押離家前 紅眼眶緊抱她叮嚀：妳又要一個人要好好過,60.0,80.0,0.0,10.0
中橫公路故事展揭築路艱辛 3鋼橋鋼梁系出歐洲名門,40.0,20.0,0.0,10.0
寒假將屆  黃偉哲公開信籲注意安全及親子相處,10.0,0.0,0.0,0.0
辦年貨人潮爆！香菇、辣椒貴3至5成 干貝漲2成,60.0,40.0,0.0,20.0
京華城案1/23開庭  北院傳彭振聲邵琇珮李文宗,40.0,0.0,0.0,20.0
春假9天國旅訂房率不到4成 民眾：要出國,30.0,20.0,0.0,40.0
才被呱吉批無知！館長再暴走「狂噴文化界」：你們這些毒瘤,90.0,80.0,60.0,20.0
陳駿季：研議禁輸入飼養物種 不會發生安樂死情事,20.0,0.0,0.0,10.0
台南地震受災戶  估25日前可獲慰助金,40.0,0.0,0.0,20.0
甜的！男網賣「哈根達斯」買5送1竟是毒咖啡,90.0,80.0,0.0,20.0
家族僅1孫！婆婆過年「紅包捨不得給」 人妻愣了：怎有這種長輩,60.0,40.0,0.0,20.0
美共和黨眾議員提案修憲 允許川普尋求第三任期,20.0,0.0,10.0,30.0
罷免案提議查詢單惹民怨 南投選委會：2/20寄達即可,40.0,0.0,10.0,30.0
台南市仁德區大甲里活動中心  發包11次終落成啟用,20.0,0.0,0.0,40.0
春節賞花來這裡！北市公園處推「三大花卉盛宴」,0.0,20.0,10.0,30.0
微軟將裁員！不分薪資等級績效不佳就走人 發言人回應證實了,90.0,60.0,0.0,20.0
過年期間長輩超愛問問題！5大應對招數讓妳不尷尬,20.0,0.0,10.0,30.0
竹縣湖口畚箕窩溪水岸步道完工  串連地方茶園觀光,0.0,0.0,0.0,10.0
全球罩杯排行榜揭曉！挪威榜首 台灣妹子贏日本輸中國,20.0,60.0,0.0,40.0
國民黨小編找沈伯洋吵架「忘切帳號」薪水曝光了 他：一個月領6萬,40.0,20.0,0.0,10.0
邦克列酸害6死！醫嘆：超毒又難防 僅「1招」可保命,90.0,80.0,40.0,20.0
內政部稱財劃法影響今年施政 葉元之舉例批：造謠慣犯,90.0,80.0,40.0,20.0
「化外之醫」集海外4地演員  盼把台劇推向國際,0.0,20.0,0.0,10.0
民進黨喊「大罷免時代」國民黨要反制 侯友宜：大罷免方式不願樂見,40.0,30.0,0.0,50.0
下周兩波東北季風先乾後濕 過年前還有一波更強冷空氣,40.0,0.0,0.0,20.0
嘉義地震後邊坡坍方 南橫公路利稻段中午搶通,60.0,0.0,20.0,10.0
川普就職首日迷因幣$TRUMP漲破100億美元 推升比特幣創新高,0.0,20.0,0.0,40.0
要熱車才能開？耗油又積碳？ 汽車專家來解答,60.0,0.0,20.0,10.0
中國Deepseek突破美封鎖？科技專家許美華：別忘了晶片算力限制,40.0,20.0,0.0,30.0
哈瑪斯釋放3名人質  以色列人感動相擁落淚,20.0,80.0,0.0,10.0
加拿大、菲律賓擬簽軍隊互訪協定 談判進入最後階段,0.0,0.0,0.0,20.0
【死囚槍決2】距上次執行死刑已是5年前 小英任內僅2件馬英九執行33件,60.0,40.0,0.0,30.0
陸手機購新補貼20日開跑 消費者須配合資訊採集等工作,10.0,0.0,30.0,0.0
尼坦雅胡感謝美方促成以哈停火 加薩居民上街慶祝,0.0,20.0,0.0,10.0
命中註定好命格！「4生肖」天生有佛緣 福報綿長一生受庇佑,0.0,60.0,0.0,40.0
中委改選在即 白營後柯時代黨內權鬥浮現,40.0,20.0,0.0,10.0
華航設追思會場 陳世凱：謝世謙離去台灣民航界損失,90.0,80.0,0.0,20.0
MLB／道奇派豪華陣容搶佐佐木朗希 官宣前大谷翔平嗨傳「我們得到了」,0.0,80.0,20.0,40.0
鍾明軒嗆「抗中保台聽25年」膩了！林智群1句話狂打臉,60.0,80.0,20.0,40.0
宜蘭家扶寒冬送暖健走送年菜 單親雙寶媽直呼很幸福,0.0,60.0,0.0,10.0
新北某高中生「舉五星旗拍片」！網友傻眼：現在高中生是怎麼了,60.0,40.0,20.0,10.0
【名作家遺產風波2】創辦《90年代》針砭兩岸政治 李怡躲國安法迫害客死異鄉,95.0,80.0,0.0,20.0
肖戰《射鵰》對岸預售破12億！ 對決費翔、周潤發新片,0.0,20.0,0.0,40.0
好空氣許願約250則 環境部延長期限至14日,0.0,0.0,0.0,20.0
快訊／黃麟凱槍決伏法 新上任新北檢察長郭永發將拜訪王爸,60.0,40.0,20.0,10.0
哪種人最容易劈腿？ 專家揭「1習慣」高機率出軌：吃飯時觀察,60.0,0.0,20.0,40.0
紙風車展開新年度演出 《台灣幻想曲》帶給觀眾深刻感動,0.0,60.0,0.0,10.0
TaiwanPlus新節目《In Her Shoes》 見證台灣女力出頭天,0.0,20.0,0.0,10.0
數週前甫達停火協議 以色列在黎南空襲真主黨卡車,60.0,40.0,0.0,10.0
KK園區折磨一年 少年手不能握、頭總頂牆 港向泰緬發「黃色旅遊警示」,90.0,80.0,0.0,20.0
汐止大樓磁磚掉落砸傷人  新北市府罰6萬限期改善,60.0,0.0,0.0,10.0
前國發會副主委游建華胰臟癌逝 享壽65歲,60.0,0.0,0.0,20.0
Cybertruck爆炸凶嫌身分曝！傳與「紐奧良恐攻犯」曾在同地服役,90.0,60.0,10.0,20.0
返鄉注意！台鐵春節再加開24班列車 8班採全車自由座,0.0,0.0,20.0,10.0
北市府前秘書長提供京華城資料 陳智菡：沒有串證理由,40.0,20.0,0.0,10.0
隊史除喬丹外唯一MVP！公牛「1號球衣」將引退 羅斯淚謝芝加哥,20.0,60.0,0.0,10.0
專訪／60歲于台煙認曾熱戀20歲嫩男 遇「這事」卡關分手了,90.0,40.0,0.0,10.0
美國俄烏問題特使抵基輔 將會澤倫斯基傾聽烏方意見,10.0,0.0,0.0,20.0
南韓空難黑盒子事發前4分鐘失能 務安機場關閉至4/18,60.0,0.0,20.0,40.0
高山症發作「疑遭丟包」？　5旬女山友獲救後真相曝光,40.0,20.0,0.0,10.0
大姑年薪300萬「鈔能力」驚人！全額包辦公婆看護費：好羨慕…,0.0,80.0,20.0,10.0
五月天100秒煙火迎新年 阿信：我們還是愛唱歌的少年,0.0,60.0,0.0,10.0
蔣萬安任內首次預算政黨協商後表決 5案全數過關,0.0,0.0,0.0,20.0
快訊／黃仁勳行程變動 搭私人飛機直奔矽品 保鑣現身台中清泉崗待命,0.0,20.0,40.0,10.0
首座「智能外役監」爆逾期完工及缺失 八德外役監：依法計罰要求履約,90.0,40.0,60.0,20.0
新北2歲男童疑受虐昏迷 父母等5人到案釐清案情,90.0,40.0,0.0,10.0
最快1/10逮捕尹錫悅！公調處保密細節 南韓法學教授﹔逃跑了也能逮,60.0,40.0,20.0,80.0
台鐵七堵調車場出軌  搶修恢復作業功能,60.0,0.0,0.0,20.0
vivo、華為大陸市占超車蘋果 躍居冠、亞軍,0.0,20.0,0.0,40.0
員警荷槍實彈抓搶匪 北投分局防搶宣傳片宛如拍電影,0.0,20.0,0.0,10.0
統戰滲入校園？高科大教授名片印「中國台灣省」3立委全怒齊轟：不恰當,60.0,40.0,20.0,10.0
柯文哲到底收多少錢？四叉貓曝起訴書所列金流 譏小草只敢吵「1500小沈」,40.0,60.0,20.0,10.0
勞保投保上限逾8年未調 300多萬人面臨高薪低報,85.0,20.0,0.0,60.0
貨車漏油釀禍！ 女騎士載5歲女兒打滑摔車1傷,90.0,60.0,0.0,10.0
台灣海纜遭破壞 蔡明彥：重點關注中共藉權宜輪侵擾,90.0,60.0,0.0,20.0
誰在雪山撒糖霜？ 鬱鬱山林也白頭最新雪況曝光「積雪達15公分」,0.0,20.0,0.0,40.0
航特部上尉涉當賭博集團人頭帳戶判刑 慘遭汰除丟軍職,90.0,80.0,0.0,20.0
南投竹山路中央停車等紅燈 騎士人咧？跑去路邊做這事,60.0,40.0,20.0,10.0
維也納愛樂2026新年音樂會  聶澤賽金將首次指揮,0.0,0.0,0.0,20.0
川普前副手彭斯1月中訪香港 美降級中國旅遊警示,40.0,20.0,0.0,10.0
萊爾富福袋抽台積電股票　第一名幸運兒獎落「八德陂塘店」,0.0,20.0,0.0,10.0
經營苗圃、搶救埤塘 大學生開發桌遊搭生態教育,0.0,20.0,0.0,10.0
想快速過機場安檢？ 專家曝4行為超NG：恐延誤時間,60.0,40.0,20.0,10.0
「不賣就禁」法將生效 TikTok宣布暫時停止服務,60.0,40.0,20.0,50.0
海底電纜遭破壞！中華電信證實了：最快1月底前修復,60.0,40.0,0.0,80.0
過年檔期「物流產線」揭祕！ AI+自動化園區曝,10.0,0.0,20.0,30.0
民進黨轉黑？最新民調「反感度超越好感」 2年齡層破5成,90.0,80.0,10.0,20.0
NBA／太陽老闆推動交易戰績卻變爛 KD護航：比都不做還好,60.0,40.0,20.0,10.0
美國對中國成熟製程半導體發動301調查 川普上任「接棒」後會怎麼做？,60.0,40.0,20.0,30.0
桃園中壢「金蛇迎春、樹藝AI展」 科技與工藝完美融合,0.0,0.0,0.0,20.0
以哈協議停火  川普：沒我方團隊參與不可能談成,40.0,30.0,20.0,50.0
罷免王美惠連署名單有往生者  家人至嘉檢按鈴提告,60.0,40.0,0.0,10.0
雄鷹顏郁軒自培2年半轉正式 擺脫自卑感正視成功,20.0,30.0,0.0,10.0
氣爆外牆危險附掛物未拆完 新光三越認罰不迴避,90.0,40.0,20.0,10.0
低價越南茶混台灣茶賣被判刑 高市：罰4萬、改正標籤,60.0,0.0,20.0,10.0
拚垃圾減量 屏東將補助家用廚餘機,0.0,0.0,0.0,10.0
「吉伊卡哇」太火！高雄街頭出現仿冒品 陳其邁說話了：希望大家買正版,60.0,20.0,0.0,10.0
雪梨「屍花」將盛開！24小時直播上千人守候,90.0,80.0,0.0,20.0
川普要拿下格陵蘭島 俄羅斯說話了：密切注意,60.0,40.0,30.0,20.0
20年來始終如一！台中太平張氏初二回娘家 500人齊聚一堂,0.0,40.0,0.0,60.0
幕後／林佳龍坐鎮指揮 訪團川普就職觀禮「黃金72小時」作戰秘辛曝,0.0,20.0,0.0,40.0
